"time","temperature","temperature_prev","relative_humidity_prev","apparent_temp_prev","precipitation_prob_prev","precipitation_inch_prev","cloud_cover_perc_prev","visibility_prev","wind_speed_prev","uv_index_prev","sunshine_duration_prev"
"2025-04-27T05:00",46.6,47.1,59,39.3,0,0,0,104002.625,9.9,0,0
"2025-04-27T06:00",45.8,46.6,60,38.4,0,0,0,102034.125,10.9,0,0
"2025-04-27T07:00",46.1,45.8,61,36.8,0,0,0,97440.945,12.7,0,0
"2025-04-27T08:00",48.9,46.1,63,37.8,0,0,0,93832.023,11.4,0.1,840.31
"2025-04-27T09:00",51.7,48.9,58,38.2,0,0,0,105971.133,17.4,0.8,3600
"2025-04-27T10:00",55.4,51.7,50,40.3,0,0,0,128608.922,18.5,2.05,3600
"2025-04-27T11:00",58.9,55.4,46,44.5,0,0,3,141404.203,18.8,3.55,3600
"2025-04-27T12:00",62.2,58.9,42,50.3,0,0,0,155511.812,16.9,5,3600
"2025-04-27T13:00",64.5,62.2,38,55,0,0,0,172244.094,16.4,6.15,3600
"2025-04-27T14:00",67.1,64.5,34,57.9,0,0,1,187335.953,15.9,6.85,3600
"2025-04-27T15:00",68.4,67.1,29,59.4,0,0,0,215551.188,17.7,6.95,3600
"2025-04-27T16:00",69.6,68.4,25,60.4,0,0,0,235892.391,16.6,6.4,3600
"2025-04-27T17:00",70.1,69.6,24,60.7,0,0,0,240485.562,16.6,5.35,3600
"2025-04-27T18:00",69.8,70.1,23,59.6,0,0,0,250984.25,16.9,3.9,3600
"2025-04-27T19:00",68.5,69.8,20,59.1,0,0,0,267060.375,14.6,2.4,3600
"2025-04-27T20:00",66,68.5,19,59.2,0,0,0,276246.719,10.6,1.05,3600
"2025-04-27T21:00",61.4,66,19,57.4,0,0,0,271981.625,8.5,0.2,1971.85
"2025-04-27T22:00",57.3,61.4,22,53.7,0,0,0,254265.094,6.1,0,0
"2025-04-27T23:00",54,57.3,28,50.7,0,0,0,221784.781,4,0,0
"2025-04-28T00:00",50.2,54,31,48,0,0,0,199803.156,2.8,0,0
"2025-04-28T01:00",47.7,50.2,40,43.6,0,0,0,162073.484,4.7,0,0
"2025-04-28T02:00",48.6,47.7,51,41.1,0,0,1,123031.5,5.8,0,0
"2025-04-28T03:00",46.6,48.6,45,42.6,0,0,0,141404.203,3.8,0,0
"2025-04-28T04:00",43.8,46.6,50,40.3,0,0,0,126312.336,4.7,0,0
"2025-04-28T05:00",42.1,43.8,61,37.9,0,0,0,95472.445,4.6,0,0
"2025-04-28T06:00",41.3,42.1,70,36.7,0,0,1,76443.57,4,0,0
"2025-04-28T07:00",41.4,41.3,67,35.7,0,0,8,80708.664,3.8,0,0
"2025-04-28T08:00",49.2,41.4,76,37.1,0,0,4,65616.797,1.9,0.1,915.7
"2025-04-28T09:00",56.5,49.2,61,44.8,0,0,1,94160.109,3,0.85,3600
"2025-04-28T10:00",63.1,56.5,49,53.1,0,0,2,129593.18,1.1,1.9,3600
"2025-04-28T11:00",66.8,63.1,36,60.2,0,0,0,179133.859,0.9,3.6,3600
"2025-04-28T12:00",69.3,66.8,31,65.7,0,0,0,201443.578,1.2,5.1,3600
"2025-04-28T13:00",71.8,69.3,26,68.9,0,0,0,228674.547,1.8,6.25,3600
"2025-04-28T14:00",72.6,71.8,23,72.6,0,0,0,247703.406,1,6.95,3600
"2025-04-28T15:00",73.9,72.6,24,73.2,0,0,0,240813.656,1.8,7,3600
"2025-04-28T16:00",74.5,73.9,25,73.9,0,0,0,233923.891,2.3,6.45,3600
"2025-04-28T17:00",74,74.5,27,70.8,0,0,0,222769.031,7.8,5.4,3600
"2025-04-28T18:00",73.7,74,28,69.1,0,0,0,218832.016,7.1,3.95,3600
"2025-04-28T19:00",71.1,73.7,24,67.2,0,0,0,245078.734,7.3,2.4,3600
"2025-04-28T20:00",67.9,71.1,23,63.4,0,0,0,251312.344,8.8,1.1,3600
"2025-04-28T21:00",63.6,67.9,24,60.9,0,0,0,244094.484,6.7,0.2,1880.28
"2025-04-28T22:00",61.1,63.6,28,57.7,0,0,0,222440.953,4.1,0,0
"2025-04-28T23:00",59.7,61.1,30,54.9,0,0,0,208005.25,4.6,0,0
"2025-04-29T00:00",56.9,59.7,33,53.6,0,0,0,190944.891,4.9,0,0
"2025-04-29T01:00",56,56.9,40,51.5,0,0,0,154199.469,4.2,0,0
"2025-04-29T02:00",54.8,56,44,51.2,0,0,0,146981.625,3.4,0,0
"2025-04-29T03:00",54,54.8,46,49.4,0,0,0,136811.031,4.5,0,0
"2025-04-29T04:00",52.3,54,49,49.4,0,0,0,129593.18,3.2,0,0
"2025-04-29T05:00",52.5,52.3,56,49.2,0,0,0,106627.297,0.5,0,0
"2025-04-29T06:00",51.7,52.5,53,48.8,0,0,0,112860.891,1.4,0,0
"2025-04-29T07:00",52,51.7,59,48.5,0,0,0,99409.453,0.8,0,0
"2025-04-29T08:00",56.8,52,67,49.5,0,0,0,83005.25,0.9,0.1,840.35
"2025-04-29T09:00",61,56.8,60,53.8,0,0,0,94160.109,2.7,0.85,3600
"2025-04-29T10:00",65.8,61,53,58.7,0,0,3,114173.227,1.6,2.15,3600
"2025-04-29T11:00",71.9,65.8,56,64,0,0,2,105643.047,4.6,3.65,3600
"2025-04-29T12:00",76.9,71.9,53,74.6,0,0,71,117454.07,1.6,5.15,3600
"2025-04-29T13:00",81.9,76.9,46,78.4,0,0,0,138123.359,7,5.9,3600
"2025-04-29T14:00",82.9,81.9,38,83.3,0,0,4,171916.016,8.1,6.45,3600
"2025-04-29T15:00",85.1,82.9,41,84.1,0,0,46,158792.656,10.4,7.1,3600
"2025-04-29T16:00",85.4,85.1,39,85.3,0,0,0,166994.75,11.8,6.35,3600
"2025-04-29T17:00",85.2,85.4,40,84.5,0,0,4,159120.734,12.7,5.4,3600
"2025-04-29T18:00",83.1,85.2,39,82.1,0,0,8,165682.422,13.2,3.65,3600
"2025-04-29T19:00",81.2,83.1,41,79,0,0,8,157152.234,15.1,2.4,3600
"2025-04-29T20:00",76.6,81.2,38,77.3,6,0,99,172572.188,11.7,0.9,3600
"2025-04-29T21:00",71.2,76.6,48,72.9,6,0,100,130905.516,12.9,0.1,72.92
"2025-04-29T22:00",67.7,71.2,75,75.1,50,0,100,69225.719,1.4,0,0
"2025-04-29T23:00",66.4,67.7,79,70,27,0,99,61351.707,3.5,0,0
"2025-04-30T00:00",66.7,66.4,86,69.3,8,0,99,49212.598,3.2,0,0
"2025-04-30T01:00",65.6,66.7,78,68.3,1,0,99,64304.461,4,0,0
"2025-04-30T02:00",65.7,65.6,80,67.2,1,0,99,60039.371,3.4,0,0
"2025-04-30T03:00",66.5,65.7,79,65.4,6,0,99,61679.789,7.8,0,0
"2025-04-30T04:00",66,66.5,81,66.5,15,0,99,58727.035,8.4,0,0
"2025-04-30T05:00",64.7,66,84,66.7,36,0.004,98,54133.859,7.4,0,0
"2025-04-30T06:00",65.4,64.7,87,65.7,6,0,90,49212.598,6.4,0,0
"2025-04-30T07:00",65.8,65.4,80,65.7,2,0,14,59383.203,6.5,0,0
"2025-04-30T08:00",65.2,65.8,81,66,1,0,100,58727.035,7.2,0.05,0
"2025-04-30T09:00",66.6,65.2,66,62.8,0,0,3,86942.258,8.4,0.9,3600
"2025-04-30T10:00",67.6,66.6,55,61.4,0,0,66,114829.398,12.1,2.2,3600
"2025-04-30T11:00",70.2,67.6,50,62.4,0,0,76,126968.508,12.3,3.7,3600
"2025-04-30T12:00",72,70.2,41,65,0,0,2,162073.484,13.7,5.25,3600
"2025-04-30T13:00",74.3,72,38,69.3,0,0,8,170275.594,10.9,6.45,3600
"2025-04-30T14:00",75.9,74.3,31,71.2,0,0,0,202099.734,11.3,7.1,3600
"2025-04-30T15:00",77.1,75.9,29,74,0,0,0,216535.438,9.2,7.15,3600
"2025-04-30T16:00",78.6,77.1,26,74.3,0,0,6,231299.219,9.1,6.65,3600
"2025-04-30T17:00",78.1,78.6,22,73.5,0,0,0,257545.938,10.3,5.55,3600
"2025-04-30T18:00",78.2,78.1,19,71.7,0,0,0,275918.625,8.3,4.1,3600
"2025-04-30T19:00",76.2,78.2,20,71.8,0,0,0,269356.969,6.8,2.55,3600
"2025-04-30T20:00",72.4,76.2,21,70.1,0,0,0,260826.781,5.8,1.15,3600
"2025-04-30T21:00",67.2,72.4,24,67.5,0,0,0,244094.484,3.2,0.25,2125.17
"2025-04-30T22:00",64.8,67.2,30,63.2,0,0,1,208989.5,1.4,0,0
"2025-04-30T23:00",58.1,64.8,36,61.2,0,0,79,200787.406,1.6,0,0
"2025-05-01T00:00",57,58.1,51,54.1,0,0,0,123031.5,3.8,0,0
"2025-05-01T01:00",55.4,57,55,54.2,0,0,63,110892.391,1.6,0,0
"2025-05-01T02:00",54.5,55.4,60,52.4,0,0,98,97769.031,2.3,0,0
"2025-05-01T03:00",52.1,54.5,56,51,0,0,0,108595.805,2.3,0,0
"2025-05-01T04:00",51.4,52.1,64,48.2,0,0,0,88910.766,3.6,0,0
"2025-05-01T05:00",51.3,51.4,67,48,0,0,0,81692.914,2.8,0,0
"2025-05-01T06:00",51.2,51.3,64,47.5,0,0,0,88910.766,3.3,0,0
"2025-05-01T07:00",52.9,51.2,65,47.3,0,0,0,85958.008,3.4,0,0
"2025-05-01T08:00",57.7,52.9,63,49.3,1,0,0,90879.266,3,0.15,850.45
"2025-05-01T09:00",61.3,57.7,46,53.1,1,0,99,138451.438,3.8,0.9,3600
"2025-05-01T10:00",65.4,61.3,44,55.8,1,0,1,146981.625,7,2.2,3600
"2025-05-01T11:00",70.1,65.4,39,60.5,1,0,14,167650.922,6.2,3.75,3600
"2025-05-01T12:00",74,70.1,37,67.7,1,0,0,175524.938,5.3,5.3,3600
"2025-05-01T13:00",77,74,37,72.7,1,0,4,173556.438,7.9,6.5,3600
"2025-05-01T14:00",79.4,77,40,77.1,1,0,1,163057.75,8.7,6.95,3600
"2025-05-01T15:00",80.6,79.4,42,80.1,3,0,0,153543.312,9.9,6.8,3600
"2025-05-01T16:00",81.1,80.6,43,81,1,0,0,148950.125,10.6,6.5,3600
"2025-05-01T17:00",80.5,81.1,43,79.3,1,0,0,148950.125,13.4,5.55,3600
"2025-05-01T18:00",77.4,80.5,45,77.9,3,0,33,141404.203,12.7,2.8,3600
"2025-05-01T19:00",76.4,77.4,45,74.1,8,0,99,144356.953,10.9,1.9,3600
"2025-05-01T20:00",74.2,76.4,41,72.9,24,0,99,155183.734,9,0.6,0
"2025-05-01T21:00",71.8,74.2,57,72.9,33,0,99,103674.539,9.4,0.05,0
"2025-05-01T22:00",71.1,71.8,65,70.7,41,0,99,85629.922,10.1,0,0
"2025-05-01T23:00",69.8,71.1,64,70.6,28,0,99,87270.344,7.4,0,0
"2025-05-02T00:00",67.6,69.8,73,70.1,13,0,99,68897.641,7.9,0,0
"2025-05-02T01:00",67.3,67.6,78,68.7,22,0,99,61679.789,5.8,0,0
"2025-05-02T02:00",66.7,67.3,88,71.2,28,0,99,48228.348,2.3,0,0
"2025-05-02T03:00",65.4,66.7,83,69.4,23,0,99,54133.859,3.1,0,0
"2025-05-02T04:00",64,65.4,88,67.7,13,0,72,47900.262,4.2,0,0
"2025-05-02T05:00",63.8,64,92,67.3,12,0,100,43963.254,1.6,0,0
"2025-05-02T06:00",63.4,63.8,89,66.5,13,0,29,46259.844,2.1,0,0
"2025-05-02T07:00",64.2,63.4,89,66.2,1,0,17,3608.924,1.6,0,0
"2025-05-02T08:00",68,64.2,86,66.4,1,0,16,51509.188,2.9,0.15,303.36
"2025-05-02T09:00",70.6,68,74,67.3,1,0,11,69881.891,9.2,0.9,3600
"2025-05-02T10:00",73.2,70.6,70,69.4,4,0,5,76115.484,11.1,2.2,3600
"2025-05-02T11:00",75.3,73.2,65,71.8,1,0,29,83333.336,12.5,3.75,3600
"2025-05-02T12:00",77.4,75.3,58,73.1,0,0,28,100721.789,14.2,5.2,3600
"2025-05-02T13:00",79.2,77.4,51,76,1,0,29,117454.07,14.3,6.4,3600
"2025-05-02T14:00",80.5,79.2,47,78.2,1,0,83,130577.43,14.1,6.95,3600
"2025-05-02T15:00",80.4,80.5,44,79.6,3,0,94,140748.031,13.7,7.05,3600
"2025-05-02T16:00",79,80.4,44,78,7,0,63,141404.203,11.5,6.55,1825.67
"2025-05-02T17:00",81.6,79,50,78.7,4,0,11,122703.414,7.5,4.65,3600
"2025-05-02T18:00",81.6,81.6,40,79,10,0,11,156824.141,9.8,0.6,3600
"2025-05-02T19:00",79,81.6,37,78,12,0,8,171916.016,10.4,0.6,3600
"2025-05-02T20:00",74.4,79,44,76.5,6,0,0,144685.047,9.8,1.15,3600
"2025-05-02T21:00",71.6,74.4,50,74.6,7,0,0,125656.172,2.9,0.25,1882.7
"2025-05-02T22:00",69.3,71.6,55,71,7,0,0,109908.141,4.8,0,0
"2025-05-02T23:00",68.4,69.3,57,68.3,3,0,7,103346.461,4.9,0,0
"2025-05-03T00:00",68.4,68.4,61,69.4,4,0,88,95472.445,0.8,0,0
"2025-05-03T01:00",63.5,68.4,62,68.5,3,0,64,92191.602,3.2,0,0
"2025-05-03T02:00",62.4,63.5,66,63.1,4,0,0,83005.25,2.3,0,0
"2025-05-03T03:00",62.2,62.4,71,60.6,2,0,63,73818.898,6.3,0,0
"2025-05-03T04:00",62.4,62.2,70,61.4,7,0,100,75787.398,3.6,0,0
"2025-05-03T05:00",61,62.4,80,62.8,5,0,100,62007.875,3.7,0,0
"2025-05-03T06:00",60.6,61,79,60,2,0,100,62007.875,5.6,0,0
"2025-05-03T07:00",61.4,60.6,78,59.4,2,0,100,63976.379,5.5,0,0
"2025-05-03T08:00",65.3,61.4,83,61.9,2,0,100,56102.363,3.5,0.15,473.46
"2025-05-03T09:00",66.7,65.3,76,64.9,3,0,100,67257.219,6.8,0.8,3600
"2025-05-03T10:00",65.5,66.7,74,65.4,4,0,100,69881.891,9.2,1.75,0
"2025-05-03T11:00",65.5,65.5,76,65.1,5,0,100,65616.797,7,3.25,0
"2025-05-03T12:00",71.9,65.5,77,65.7,13,0,100,65944.883,5.7,3.95,0
"2025-05-03T13:00",74.6,71.9,63,73.4,8,0,100,90879.266,9.9,6.45,3600
"2025-05-03T14:00",77,74.6,58,77.8,10,0,100,100721.789,7.4,7.1,3600
"2025-05-03T15:00",78.2,77,51,78,17,0,100,120078.742,7.6,6.55,3600
"2025-05-03T16:00",77,78.2,48,77.7,25,0,100,128937.008,7.5,6.6,3600
"2025-05-03T17:00",68.4,77,49,74,33,0.087,100,17716.535,11.9,2.35,0
"2025-05-03T18:00",70,68.4,86,70.4,50,0,100,52821.523,7.5,4.1,0
"2025-05-03T19:00",71.2,70,79,73.5,37,0,79,62335.957,2.9,2.55,3600
"2025-05-03T20:00",70.2,71.2,73,73.8,96,0,100,73490.812,4,1.2,3042.92
"2025-05-03T21:00",68.5,70.2,76,74.1,96,0,100,68241.469,1.2,0.15,0
"2025-05-03T22:00",65.4,68.5,85,70.9,83,0,100,52165.355,6.4,0,0
"2025-05-03T23:00",64.3,65.4,91,65.4,83,0.071,100,22309.711,10.7,0,0
"2025-05-04T00:00",64,64.3,91,66.5,83,0.055,100,23622.047,4.4,0,0
"2025-05-04T01:00",63,64,93,67,83,0.028,100,41994.75,2.9,0,0
"2025-05-04T02:00",62.2,63,93,64.9,83,0.028,100,37729.66,4.3,0,0
"2025-05-04T03:00",61.5,62.2,93,64.2,83,0.016,100,42322.836,3.5,0,0
"2025-05-04T04:00",61.5,61.5,97,63.9,62,0.02,100,66601.047,3,0,0
"2025-05-04T05:00",61.2,61.5,97,63.9,62,0.016,100,63517.062,3,0,0
"2025-05-04T06:00",60.6,61.2,97,63.2,62,0,100,69816.273,3.5,0,0
"2025-05-04T07:00",61,60.6,98,62.3,62,0.004,100,78740.156,4.3,0,0
"2025-05-04T08:00",61.4,61,96,61.9,62,0,100,78083.992,5.7,0.05,0
"2025-05-04T09:00",61.7,61.4,96,61.7,62,0.008,100,66601.047,7.5,0.1,0
"2025-05-04T10:00",62.4,61.7,95,61.6,67,0.016,100,43635.172,8.7,0.2,0
"2025-05-04T11:00",64.4,62.4,95,62.3,67,0.016,100,66207.352,9.3,0.9,0
"2025-05-04T12:00",66.4,64.4,90,62.4,67,0.02,100,37401.574,14.3,1.85,1725.98
"2025-05-04T13:00",65.5,66.4,83,64.8,67,0.02,100,79199.477,12.9,2.65,2762.17
"2025-05-04T14:00",69.6,65.5,86,64.5,67,0.016,100,31364.83,11.7,1.4,0
"2025-05-04T15:00",68.9,69.6,74,69.8,67,0.031,100,28149.607,12.1,5.8,3600
"2025-05-04T16:00",69.8,68.9,74,67.8,86,0.031,100,47506.562,11,3.75,3600
"2025-05-04T17:00",68.9,69.8,73,70.2,86,0.028,100,27296.588,8.7,4.5,3600
"2025-05-04T18:00",68,68.9,77,69.2,86,0.031,100,25393.701,8.7,2.85,3600
"2025-05-04T19:00",66,68,82,69,86,0.024,100,53412.074,7.9,1.95,3600
"2025-05-04T20:00",62.6,66,87,67.9,86,0.02,100,40616.797,5.6,1,3600
"2025-05-04T21:00",61.5,62.6,90,63.9,86,0.024,100,76706.039,4.8,0.2,1731.47
"2025-05-04T22:00",60.3,61.5,91,62.2,75,0.008,100,41666.668,5.6,0,0
"2025-05-04T23:00",59.6,60.3,94,61.3,75,0.02,100,45144.355,4.4,0,0
"2025-05-05T00:00",58.7,59.6,97,60.9,75,0.012,100,41797.902,3.8,0,0
"2025-05-05T01:00",57.9,58.7,98,59.4,75,0.024,100,79199.477,4.7,0,0
"2025-05-05T02:00",57.6,57.9,99,58.6,75,0.039,100,33858.27,4.5,0,0
"2025-05-05T03:00",59.4,57.6,100,58.5,75,0.039,100,1443.57,3.7,0,0
"2025-05-05T04:00",59.2,59.4,98,60.5,55,0.012,100,4527.559,4.3,0,0
"2025-05-05T05:00",59,59.2,98,60.4,55,0.004,100,79199.477,4,0,0
"2025-05-05T06:00",59.4,59,98,59.8,55,0.008,100,79199.477,4.7,0,0
"2025-05-05T07:00",59.7,59.4,98,60.2,55,0.008,100,64370.078,5.1,0,0
"2025-05-05T08:00",60.5,59.7,98,60.4,55,0.016,100,18635.17,5.8,0.05,0
"2025-05-05T09:00",61.4,60.5,98,61.1,55,0.016,100,15419.947,6.5,0.25,0
"2025-05-05T10:00",62.4,61.4,97,61.7,63,0.012,100,4790.026,7.6,0.55,0
"2025-05-05T11:00",63.7,62.4,95,63.1,63,0.004,100,59908.137,7.5,1.05,255.34
"2025-05-05T12:00",65.3,63.7,92,64.1,63,0.004,100,79199.477,8.4,1.45,596.4
"2025-05-05T13:00",66,65.3,89,65.8,63,0.004,100,72112.859,8.9,2.35,1833.27
"2025-05-05T14:00",66.9,66,89,67.3,63,0.004,100,79199.477,7.6,2.25,1285.18
"2025-05-05T15:00",66.4,66.9,88,68.1,63,0.039,100,23556.43,8.5,3.55,3600
"2025-05-05T16:00",67.8,66.4,89,66.1,88,0.047,100,31299.213,11.8,2.3,1636.5
"2025-05-05T17:00",68.9,67.8,85,66.8,88,0.047,100,79199.477,13.6,2.45,3011.85
"2025-05-05T18:00",68.6,68.9,83,68.6,88,0.051,100,27296.588,12.3,3.3,3600
"2025-05-05T19:00",67.3,68.6,86,68.6,88,0.028,100,37204.727,12.1,2.05,3600
"2025-05-05T20:00",62.8,67.3,90,68,88,0.012,100,79199.477,10.6,1.1,3600
"2025-05-05T21:00",59.9,62.8,95,62.7,88,0.047,100,22178.479,9.7,0.25,2433.05
"2025-05-05T22:00",59.9,59.9,97,58.5,89,0.051,93,29461.943,10.6,0,0
"2025-05-05T23:00",60.5,59.9,98,59,89,0.063,36,5249.344,9.6,0,0
"2025-05-06T00:00",59.9,60.5,96,59.4,89,0.102,100,10761.155,10,0,0
"2025-05-06T01:00",59.7,59.9,98,60.8,89,0.079,100,64173.23,5.5,0,0
"2025-05-06T02:00",59.7,59.7,98,59.8,89,0.087,100,3477.69,7.1,0,0
"2025-05-06T03:00",59.7,59.7,98,59.4,89,0.098,100,3805.774,8.1,0,0
"2025-05-06T04:00",59.7,59.7,99,59,66,0.008,100,17847.77,9.2,0,0
"2025-05-06T05:00",59.6,59.7,96,58.5,66,0,100,67782.156,9.7,0,0
"2025-05-06T06:00",58.8,59.6,93,58.9,66,0.004,100,79199.477,7.4,0,0
"2025-05-06T07:00",58.5,58.8,95,58.7,66,0.008,100,79199.477,6,0,0
"2025-05-06T08:00",60.1,58.5,96,59.4,66,0.02,100,29199.475,3.4,0.05,0
"2025-05-06T09:00",61.5,60.1,93,60.9,66,0.008,47,79199.477,4.3,0.7,3600
"2025-05-06T10:00",62.1,61.5,87,62.1,46,0,98,79199.477,4.6,1.35,3600
"2025-05-06T11:00",62.4,62.1,84,62.4,46,0,100,79199.477,4.7,1.5,1952.49
"2025-05-06T12:00",60.6,62.4,84,63.1,46,0,100,66994.75,4.2,1.5,708.51
"2025-05-06T13:00",64.4,60.6,91,61.4,46,0.02,100,78149.609,4.5,0.5,0
"2025-05-06T14:00",63.2,64.4,77,67.1,46,0.024,86,25787.402,6,6.55,3600
"2025-05-06T15:00",65.7,63.2,74,61.7,46,0.008,85,77230.969,11.8,5.9,3600
"2025-05-06T16:00",65,65.7,67,65.1,59,0.004,25,71850.391,10.9,6.2,3600
"2025-05-06T17:00",62.1,65,72,64.9,59,0.039,40,28018.373,6.8,4.95,3600
"2025-05-06T18:00",62.8,62.1,81,59.6,59,0.02,96,79199.477,10.6,2.3,3600
"2025-05-06T19:00",60.8,62.8,78,60.6,59,0,94,79199.477,9.6,2.4,3600
"2025-05-06T20:00",58.1,60.8,79,58.1,59,0,12,79199.477,9.7,1.15,3600
"2025-05-06T21:00",56.9,58.1,80,56.8,59,0.004,100,75721.789,4.6,0.05,0
"2025-05-06T22:00",56,56.9,81,55.5,32,0,96,79199.477,4,0,0
"2025-05-06T23:00",52,56,81,54.3,32,0,100,79199.477,4.3,0,0
"2025-05-07T00:00",50.4,52,87,49.5,32,0,69,79199.477,4.9,0,0
"2025-05-07T01:00",49.3,50.4,90,47.6,32,0,100,79199.477,5.2,0,0
"2025-05-07T02:00",48.6,49.3,91,46.2,32,0,6,79199.477,5.4,0,0
"2025-05-07T03:00",47.7,48.6,91,45.2,32,0,6,79199.477,5.6,0,0
"2025-05-07T04:00",47.1,47.7,92,44.2,8,0,13,79199.477,5.4,0,0
"2025-05-07T05:00",47.1,47.1,92,43.6,8,0,21,79199.477,5.1,0,0
"2025-05-07T06:00",48.2,47.1,92,43.7,8,0,28,79199.477,5.1,0,0
"2025-05-07T07:00",50.1,48.2,91,44.8,8,0,26,79199.477,5.4,0,0
"2025-05-07T08:00",52.5,50.1,89,46.8,8,0,23,79199.477,5.9,0.05,1861.59
"2025-05-07T09:00",55.8,52.5,85,49.1,8,0,21,79199.477,7.1,0.4,3600
"2025-05-07T10:00",59.5,55.8,78,51.5,8,0,16,79199.477,9.5,1.35,3600
"2025-05-07T11:00",62.6,59.5,70,54.1,8,0,10,79199.477,12.7,2.6,3600
"2025-05-07T12:00",64.8,62.6,63,57.9,8,0,5,79199.477,14.5,3.8,3600
"2025-05-07T13:00",66.2,64.8,59,61.2,8,0,18,79199.477,14.3,4.9,3600
"2025-05-07T14:00",67.1,66.2,57,63.7,8,0,31,79199.477,13.2,6,3600
"2025-05-07T15:00",67.4,67.1,57,65.1,8,0,44,79199.477,12.6,6.55,3600
"2025-05-07T16:00",67.1,67.4,58,65.2,25,0,41,79199.477,12.5,6.45,3600
"2025-05-07T17:00",66,67.1,61,64.2,25,0,38,79199.477,12.9,5.85,3600
"2025-05-07T18:00",63.8,66,65,62.1,25,0,35,79199.477,12.8,5,3600
"2025-05-07T19:00",60.7,63.8,70,59.8,25,0,27,79199.477,12.3,3.85,3600
"2025-05-07T20:00",58.1,60.7,75,56.6,25,0,19,79199.477,11.7,2.45,3600
"2025-05-07T21:00",56.2,58.1,80,54,25,0,11,79199.477,11.1,1.35,2543.36
"2025-05-07T22:00",54.6,56.2,83,52.2,27,0,15,79199.477,10.5,0.7,0
"2025-05-07T23:00",53.4,54.6,86,50.7,27,0,18,79199.477,9.6,0.25,0
"2025-05-08T00:00",52.6,53.4,88,49.5,27,0,22,79199.477,9.4,0,0
"2025-05-08T01:00",52.2,52.6,89,48.2,27,0,37,79199.477,10.1,0,0
"2025-05-08T02:00",52.2,52.2,89,46.9,27,0,52,79199.477,11.9,0,0
"2025-05-08T03:00",52.8,52.2,89,46.5,27,0,67,79199.477,13,0,0
"2025-05-08T04:00",54,52.8,88,47.6,21,0,78,79199.477,11.9,0,0
"2025-05-08T05:00",54.7,54,87,49.9,21,0,89,79199.477,9.9,0,0
"2025-05-08T06:00",54.5,54.7,86,51.4,21,0,100,79199.477,8.4,0,0
"2025-05-08T07:00",53.9,54.5,87,51.5,21,0,90,79199.477,7.7,0,0
"2025-05-08T08:00",54.2,53.9,88,50.8,21,0,79,79199.477,7.6,0.05,1922.88
"2025-05-08T09:00",56,54.2,86,51,21,0,69,79199.477,7.7,0.4,3600
"2025-05-08T10:00",58.5,56,80,52.4,18,0,63,79199.477,8.4,1.3,3600
"2025-05-08T11:00",60.8,58.5,70,54,18,0,56,79199.477,9.8,2.6,3600
"2025-05-08T12:00",62.6,60.8,62,57.3,18,0,50,79199.477,10.6,3.8,3600
"2025-05-08T13:00",64.2,62.6,55,60.4,18,0,41,79199.477,9.6,5,3600
"2025-05-08T14:00",65.3,64.2,49,63.3,18,0,32,79199.477,7.6,6.2,3600
"2025-05-08T15:00",66.4,65.3,45,65.5,18,0,23,79199.477,5.6,6.9,3600
"2025-05-08T16:00",67,66.4,44,67.1,27,0,15,79199.477,4,6.85,3600
"2025-05-08T17:00",66.4,67,45,66.9,27,0,8,79199.477,4.2,6.3,3600
"2025-05-08T18:00",63.4,66.4,48,64.1,27,0,0,79199.477,5.9,5.45,3600
"2025-05-08T19:00",59,63.4,53,59.3,27,0,0,79199.477,7.4,4.2,3600
"2025-05-08T20:00",55.2,59,60,54.2,27,0,0,79199.477,8.5,2.65,3600
"2025-05-08T21:00",52.9,55.2,65,49.9,27,0,0,79199.477,8.9,1.4,2598.45
"2025-05-08T22:00",51.1,52.9,67,47.5,17,0,0,79199.477,8.3,0.7,0
"2025-05-08T23:00",49.5,51.1,69,45.9,17,0,0,79199.477,7.3,0.25,0
"2025-05-09T00:00",47.9,49.5,71,44.4,17,0,0,79199.477,6.7,0,0
"2025-05-09T01:00",46.5,47.9,76,42.7,17,0,0,79199.477,6.8,0,0
"2025-05-09T02:00",45.3,46.5,82,41.5,17,0,0,79199.477,6.8,0,0
"2025-05-09T03:00",44.4,45.3,87,40.4,17,0,0,79199.477,6.9,0,0
"2025-05-09T04:00",43.6,44.4,90,39.6,11,0,0,79199.477,6.3,0,0
"2025-05-09T05:00",43.7,43.6,91,39.1,11,0,0,79199.477,5.5,0,0
"2025-05-09T06:00",44.8,43.7,92,39.5,11,0,0,79199.477,5.1,0,0
"2025-05-09T07:00",46.6,44.8,92,40.8,11,0,0,79199.477,5.2,0,0
"2025-05-09T08:00",48.9,46.6,91,42.6,11,0,0,79199.477,5.9,0.05,1982.96
"2025-05-09T09:00",52.1,48.9,88,45.1,11,0,0,79199.477,6.4,0.4,3600
"2025-05-09T10:00",55.7,52.1,82,48.3,12,0,13,79199.477,6.9,1.3,3600
"2025-05-09T11:00",58.8,55.7,73,51.8,12,0,27,79199.477,7.4,2.55,3600
"2025-05-09T12:00",61.2,58.8,66,56.1,12,0,40,79199.477,8.3,3.8,3600
"2025-05-09T13:00",63,61.2,62,59.4,12,0,28,79199.477,9.3,5.05,3600
"2025-05-09T14:00",64.2,63,59,61.6,12,0,16,79199.477,10.4,6.25,3600
