"geo_label_citystate","strata_race_label","strata_sex_label","All Cancer Deaths","Lung Cancer Deaths","Colorectal Cancer Deaths","Cardiovascular Disease Deaths","Heart Disease Deaths","Diabetes Deaths","Deaths from All Causes","Premature Death","Life Expectancy","Gun Deaths (Firearms)","Injury Deaths","Motor Vehicle Deaths","Homicides","Pneumonia or Influenza Deaths","HIV-Related Deaths","COVID-19 Deaths","Opioid Overdose Deaths","Suicide","Drug Overdose Deaths"
"Indianapolis, IN","Hispanic","Female",111.9527006,0,0,90.36225273,58.93584264,0,448.2427061,4491.343942,0,0,24.90069374,0,0,0,0,0,0,0,0
"San Diego, CA","Hispanic","Female",111.9670054,10.20933563,10.16499522,131.9086149,84.74670791,27.33731026,487.1452581,3164.362985,86.80193782,0,28.51825353,4.265729488,0,4.727425475,0,7.202375629,4.171864258,3.581811238,9.497832228
"Long Beach, CA","Hispanic","Female",99.24174672,9.134874834,8.739310483,128.878479,81.11890108,25.04515552,477.8556354,4119.744729,83.39079037,0,29.56662866,6.773426314,0,7.938320861,0,0,6.770847183,0,9.697512167
"Tucson, AZ","Black","Female",134.9758048,0,0,291.3382994,202.2381829,0,943.2260861,10756.49701,0,0,0,0,0,0,0,0,57.33449556,0,64.01961008
"Philadelphia, PA","Hispanic","Female",99.62517628,13.86362242,13.70584237,139.3635309,103.3429994,17.88163687,573.6293595,5117.26747,81.79214713,4.593752423,50.11045472,0,5.939167977,11.14628048,0,0,25.62660288,3.801441354,30.44526153
"Houston, TX","Hispanic","Female",117.5866109,13.83239251,12.85472778,149.3088032,99.98889393,24.68206552,593.0106085,4754.190541,82.42187307,4.652055036,37.88440732,7.92947757,4.329974572,9.321547769,0,9.634879663,4.595245609,3.064064322,7.364592867
"Oakland, CA","Black","Female",156.8280664,32.50152645,20.44269155,258.8930324,170.7901213,38.18336596,869.8773742,10381.4118,76.82920296,11.83759192,87.97199662,0,10.46364271,17.31297922,0,0,42.08125517,0,52.92598933
"Minneapolis, MN","Black","Female",166.7361664,39.36771737,0,255.6010119,152.1833585,46.22078427,990.8395776,11913.41655,79.26207577,0,136.2746906,0,0,0,0,0,82.37230121,0,100.9527757
"San Antonio, TX","Black","Female",177.8391331,23.73514412,18.57112208,0,0,50.6317679,0,9511.512251,75.1029272,13.07118078,58.82607232,0,9.169254294,8.182005822,0,0,11.82218644,0,25.78881155
"Los Angeles, CA","White","Male",149.7601277,25.63152502,15.09261487,271.1560531,218.1017627,25.11604667,793.5184253,6309.184353,79.40143194,10.94408348,92.97861177,10.76282449,4.014362835,19.66668708,2.817781441,12.19737188,35.53791858,19.59272022,46.18759586
"Oklahoma City, OK","White","Male",158.1352345,31.48031005,15.05600391,285.7511325,243.5399439,29.52564145,935.0082236,8568.915372,76.36255963,21.18807618,139.2931417,13.95973575,0,12.45679815,3.847362285,18.86106389,37.54357345,31.65643984,50.1737789
"Kansas City, MO","White","Male",171.4794791,39.03081019,13.32776287,255.5633368,205.9251648,22.28482286,979.9867571,9232.138199,75.75403838,31.71887837,147.0315048,20.81040497,9.62185781,13.35819359,0,11.66400586,30.64537872,35.81431316,49.08751555
"Detroit, MI","White","Male",155.0045915,49.09145267,15.71742183,377.8413745,301.1892075,17.19638239,1174.771848,14934.1746,70.25941667,18.23679986,207.8154017,22.64426301,17.33203323,25.72073541,0,0,122.5992926,21.6084736,136.2943006
"Denver, CO","White","Female",112.1489443,20.0159894,0,136.295971,98.86676186,10.44205071,594.0043474,3954.288754,83.37706844,2.866452263,55.32261708,2.746727021,2.593081477,6.302284928,0,5.674980174,11.82024651,11.18842395,20.04988238
"Long Beach, CA","Black","Male",240.7904513,54.0887569,24.08743158,479.7004934,375.5771335,69.36047697,1418.834716,17705.91145,67.4758685,54.35997283,181.7431706,31.1686715,43.76441278,31.54882648,0,0,44.53283308,33.11390336,75.0381462
"San Francisco, CA","Black","Male",276.9295098,57.94017909,31.08637436,512.9654982,367.8488738,59.84350456,1914.890225,27867.27408,60.99780375,96.13881573,563.439087,27.35639642,100.8583712,0,0,0,288.958059,0,370.6772071
"Chicago, IL","Black","Male",220.5398887,47.6308803,26.73335796,477.631158,365.6791861,46.2847737,1565.317211,23575.49071,64.03630577,129.5669702,375.345127,21.95322186,128.4534946,25.05854504,7.000577839,8.181381709,161.3427303,16.59761535,182.9354271
"Detroit, MI","Black","Male",213.811735,49.6453698,22.41590496,538.1174538,440.7646891,39.30703611,1555.266329,23927.25378,65.16192029,108.9749043,316.985765,35.04704571,102.9719894,23.66014806,11.53044032,12.47169068,119.7696369,20.51210907,134.680088
"Charlotte, NC","Black","Male",197.8651829,48.93687622,16.65454392,335.7096593,234.0132309,63.22805274,1215.121169,14488.58838,70.22790473,50.60250962,172.1406132,25.64477693,37.84350437,9.879875891,10.77489049,0,49.8072539,15.78363829,66.25980693
"Philadelphia, PA","Black","Male",229.2740927,49.73073876,24.47571254,440.4793677,356.916935,45.76350794,1493.122165,19746.73635,66.64596126,120.0847956,325.8311483,16.99653994,112.7574805,20.43268125,8.497725788,9.945155643,112.0141693,19.27372096,149.3355869
"Dallas, TX","Black","Male",210.9133384,48.54209326,22.26255056,404.6537456,310.4617132,51.89542932,1278.659682,16636.48883,68.47309019,69.69097419,215.7015637,32.45098182,66.10780268,0,18.66478069,7.968242912,29.11209036,13.88080259,74.46082741
"Seattle, WA","Black","Male",327.9695027,55.79988725,0,478.9770342,371.780346,0,1789.369131,21291.28573,62.95428205,52.01760709,516.9158807,23.14782381,40.49108338,0,0,0,308.1272052,28.65905985,386.9291783
"Charlotte, NC","Asian/PI","Male",105.7414161,36.50616824,0,178.5902523,136.438665,0,565.06768,3535.353876,0,0,28.36469917,0,0,0,0,0,0,0,0
"New York City, NY","Asian/PI","Male",102.4136387,25.86440505,9.508216157,161.2657639,126.1477171,14.71248049,473.7799232,3646.922438,85.2290609,1.176346867,33.25265738,4.807081002,1.80719855,17.8392631,0,10.2572033,5.448447876,7.167012965,7.320115028
"Long Beach, CA","Asian/PI","Male",162.8716533,35.10894896,0,218.5868149,142.3666674,0,773.7335403,6827.552312,77.67384563,0,50.48305564,0,0,20.03389006,0,0,0,0,17.49204428
"Philadelphia, PA","Hispanic","Male",113.8676722,25.02989002,14.74938133,299.9684865,239.4257525,30.77768592,1073.067845,13418.24673,74.7247915,53.75565705,254.1732983,19.83958376,49.8242393,21.46409629,6.079456435,0,129.9088315,13.52045304,141.6997391
"Oklahoma City, OK","Hispanic","Male",141.2036682,37.52574688,0,193.7139568,166.4133446,42.69542483,745.7335895,7195.550191,77.77823161,18.22879285,124.9560228,19.56214376,9.626111254,17.30476098,0,0,24.44713723,17.57998915,30.54090555
"San Diego, CA","Hispanic","Male",148.1800594,15.52190653,16.44455812,190.6081711,136.1749985,44.13693924,712.8939319,6444.134339,79.74283845,7.538472156,89.60881632,13.75349631,5.461016687,6.705460241,3.38905789,14.78426643,32.57940447,9.8699794,44.99836282
"Washington, DC","Asian/PI","Female",71.4827124,0,0,120.3236931,80.22457953,0,323.8780113,1566.79399,0,0,0,0,0,0,0,0,0,0,0
"Long Beach, CA","Asian/PI","Female",121.9667343,17.07736785,0,152.0578502,102.3479063,33.71916394,511.3767118,5797.599438,87.19113513,0,21.29268536,0,0,13.46847963,0,0,0,0,0
"Chicago, IL","Asian/PI","Female",61.36335596,11.78472029,6.965950064,80.82856767,44.55161125,12.57571695,265.7530857,1841.355329,92.21358828,0,9.214381878,0,0,3.794888562,0,0,0,0,0
"San Jose, CA","Hispanic","Male",137.8473474,17.80263969,16.24475492,194.0550361,114.8094229,43.68779978,730.891167,7653.080147,79.14765315,11.24910305,104.5960833,17.70439793,8.121781613,0,0,20.78889986,22.09601887,17.95591344,41.51212714
"Oklahoma City, OK","Asian/PI","Female",102.4900904,0,0,139.7534385,82.02743277,0,391.7682294,1839.256831,0,0,0,0,0,0,0,0,0,0,0
"Kansas City, MO","Hispanic","Male",148.917709,0,0,176.9977549,121.1109945,0,707.6157272,10072.42634,0,40.10262701,157.3527117,26.87850303,37.47025493,0,0,0,33.85840893,0,49.39308539
"San Antonio, TX","Hispanic","Male",167.143049,21.96426746,19.91902506,304.5317748,229.2995829,56.60484404,1049.630707,10810.27177,73.92120884,25.55487073,121.7492072,22.79318786,18.95297441,12.74106779,4.107105711,15.65365839,18.44207149,16.53299682,38.07934848
"Oakland, CA","Asian/PI","Female",103.4469294,14.76331481,9.394603237,129.8293752,69.96295642,17.88309846,404.8621548,2598.313689,88.75337848,0,20.29909472,0,0,0,0,0,0,0,0
"Oakland, CA","Asian/PI","Male",140.1706575,34.21651251,0,153.3316141,107.7719441,21.19647295,576.6925791,5494.068641,82.0349577,0,62.12706547,14.62552215,0,11.27459637,0,20.24791603,0,0,0
"Baltimore, MD","Asian/PI","Male",107.8801009,0,0,219.7949919,135.017347,0,661.7030754,10427.75906,0,0,136.7204873,0,0,0,0,0,0,0,0
"Oklahoma City, OK","Asian/PI","Male",213.3222259,0,0,272.6367223,214.4276645,0,1018.143847,4314.506021,0,0,127.0557718,0,0,0,0,0,0,0,0
"Houston, TX","Asian/PI","Male",165.2364371,42.51655114,15.04208151,222.1553,164.4722837,27.73976614,739.7771231,6451.437395,79.08859478,12.72797954,66.5675053,13.87175519,0,13.54738617,0,16.99304003,7.458192192,18.27909487,12.83037066
"San Francisco, CA","White","Female",105.717487,18.80751815,8.76516776,147.4628438,101.4420673,0,473.9222517,3035.446711,86.95894823,0,48.5099016,0,0,0,0,4.117554677,24.61547774,7.942373886,31.08878635
"Memphis, TN","White","Male",187.3219686,45.79894779,14.79944515,355.7717723,290.8797407,33.0046743,1192.848595,13314.66675,71.73850959,42.18951398,233.5284245,24.16082913,18.7005098,14.38103649,0,24.77586399,104.0779485,37.83447957,122.3681589
"Indianapolis, IN","White","Female",159.9267954,43.89245115,13.74081593,186.1810988,137.6995889,0,815.7809184,7718.116875,77.00768871,5.634906554,94.03472268,8.023187894,2.980547274,6.875287055,0,8.926720951,49.47923993,7.949926614,60.32968403
"San Diego, CA","White","Male",168.4776555,26.35910516,14.14550276,233.3047261,177.2497656,23.98370275,804.8157308,6152.379771,80.37452025,10.26313316,106.83954,8.975873425,2.112738013,0,2.702590332,14.96468433,38.46324417,21.20415434,52.60145343
"Minneapolis, MN","White","Male",154.0158426,29.33157274,12.03332489,0,0,19.55119101,773.2766124,6681.228565,78.2970416,11.17696084,117.2645773,7.082457729,3.86492649,0,3.892315903,10.35382878,36.88437402,21.79051581,51.59640204
"Cleveland, OH","White","Male",186.1514834,48.04264479,17.10719851,336.287231,282.9057061,28.06554915,1178.169422,14248.58011,70.86551234,21.19199856,225.6398903,12.38711907,8.806250853,12.41838793,0,0,126.6993457,28.41399637,140.1520187
"Houston, TX","White","Male",170.7943626,30.69968744,18.66849959,286.4327453,227.9099316,20.54107715,989.622969,9842.592004,75.06308346,29.55331624,151.3109592,17.81626273,10.1665598,12.49329274,4.483627367,13.81351034,36.66965539,34.81595883,57.1390554
"Milwaukee, WI","White","Male",188.7826226,41.17074814,16.83357778,365.0067134,291.9121929,23.81872457,1159.565715,11744.38536,73.1261301,22.22805314,212.7079509,11.98280104,6.873395246,16.05034006,0,10.65282338,100.5924382,26.42991254,114.6409768
"Louisville, KY","White","Male",179.1812059,39.79343044,17.07888698,278.1918953,226.7834542,24.28003862,1102.004957,12263.809,72.97424886,30.82107677,189.1092394,20.81967911,11.77412709,16.26297457,2.975044721,18.52846001,80.07497385,32.20631499,93.38828891
"Philadelphia, PA","Black","Female",163.8681185,32.51243241,14.35754599,256.0277476,192.2224482,0,851.5481366,9341.603259,76.75427498,10.50246379,85.86228683,6.569965645,11.55037358,12.96086487,4.442432885,8.83438615,35.22238803,3.536039469,50.21124015
"Portland, OR","Black","Female",194.9105027,50.70918383,0,0,234.8613861,0,0,13861.47143,79.37560991,0,122.0230716,0,0,0,0,0,47.01974869,0,80.14734439
"Cleveland, OH","Black","Female",156.4429838,41.63316284,11.82038988,288.8004169,208.4393121,29.53669808,941.5171001,11936.49308,74.87141611,19.63768327,101.4574464,10.56881885,17.69565995,7.471361509,0,8.163334632,30.46113386,8.784216772,46.76099997
"Detroit, MI","Black","Female",149.0382964,28.60819743,13.07144632,307.7860504,234.8418195,31.62573295,894.1273502,11449.36143,75.39605568,14.02717261,83.08300154,8.238494502,13.82076705,13.4335515,1.920347804,11.19419921,36.63995938,4.260050711,43.15661092
"Boston, MA","Black","Female",147.1530546,0,0,0,0,32.8880598,728.846827,6964.645444,80.22355767,0,59.97223589,0,0,0,0,11.18803912,35.3047911,0,43.62403831
"Baltimore, MD","Black","Female",159.256172,36.62897851,12.69517172,280.2136112,191.3634905,28.91117745,888.0135259,10284.07334,75.68287612,10.60187258,116.9091696,6.143168066,12.64313787,7.533142297,4.476883351,7.243528703,70.69670686,3.818882396,79.09664724
"El Paso, TX","Hispanic","Female",122.3710687,10.06431625,11.95748916,152.2938018,109.9570364,34.24251805,667.387706,5038.097621,81.9474857,3.073724622,31.37556503,5.093622801,2.403071709,8.773363738,0,9.795094889,5.509672441,4.842492981,7.729543951
"Los Angeles, CA","Black","Female",181.1907709,28.9356046,16.1076966,0,0,0,1000.693231,10434.24661,74.69719815,6.221433189,72.65336393,13.53549121,7.224825781,13.61095305,3.11484432,13.18176335,23.66404627,4.699325731,37.04537943
"San Antonio, TX","Hispanic","Female",119.7594353,11.37471177,13.02234553,192.2322995,132.3335531,0,705.3002114,5849.33801,80.39115129,5.401049237,41.81100903,7.361476552,4.678820894,9.486345488,0,7.534253279,8.188465754,3.761707415,12.92566027
"Long Beach, CA","Black","Female",165.2531096,33.12992159,0,307.4132111,222.0358596,34.02076826,867.9037134,9150.607338,75.3232653,0,58.02583576,0,0,0,0,0,0,0,29.59931848
"Dallas, TX","Hispanic","Female",88.25382215,7.745207883,10.09174201,105.3132781,70.44862949,18.8133036,438.3224736,3614.562238,85.54100141,5.318448206,27.16715071,7.196215787,4.839125106,5.17005163,0,0,2.527164879,2.685999394,4.572392404
"Oklahoma City, OK","Hispanic","Female",79.17340147,0,0,101.1502458,70.35601298,35.70013913,457.3090123,3574.992729,0,0,31.29575595,0,0,0,0,0,6.85325643,0,7.392352899
"Columbus, OH","Hispanic","Female",71.18644395,0,0,82.87048762,51.25676051,0,304.5369823,4184.326059,0,0,40.3006749,0,0,0,0,0,0,0,0
"New York City, NY","Hispanic","Female",74.62595161,8.744212424,6.353263362,132.1748331,99.07629971,13.35928517,411.7257232,3132.297927,88.19992059,0.819898698,26.61706388,1.636572477,1.520800844,11.92383961,1.706838392,6.540659095,13.4705725,2.482626489,16.12375619
"Detroit, MI","Hispanic","Female",74.20939252,0,0,81.44207396,63.22773109,0,325.5498343,4780.592111,0,0,46.1480713,0,0,0,0,0,0,0,22.62413482
"San Francisco, CA","Hispanic","Female",82.21278029,10.15442574,10.98162578,121.5194228,77.03616381,21.00304984,409.1564816,2904.157329,87.57093906,0,33.93468717,0,0,0,0,0,19.80128772,0,22.33927556
"Oakland, CA","Hispanic","Female",65.85484039,0,0,140.1161515,70.93219589,16.56813742,446.9667738,3510.843293,0,0,27.1630167,0,0,0,0,0,9.533838427,0,10.98615136
"Minneapolis, MN","White","Female",108.9266426,20.83875503,10.05962223,0,0,9.67415324,528.3582196,3892.73325,83.68721945,0,53.5168883,0,0,0,0,7.499595754,16.96404408,6.284356168,23.52268744
"Phoenix, AZ","Hispanic","Female",94.41335316,12.40141586,8.311505939,157.8442762,98.43871978,32.03672895,577.1241721,4397.220529,83.75508069,3.914739901,45.01900777,10.7233828,2.936845103,8.513433609,0,7.665938019,11.49183689,3.778482116,15.01178614
"Detroit, MI","White","Female",114.385107,36.54878741,0,199.925071,151.5918927,15.80340693,657.6488081,7022.967657,80.44100476,0,94.29631311,13.22852108,0,0,0,0,49.8199627,0,51.74810121
"Los Angeles, CA","Hispanic","Female",106.3475852,9.532255812,9.963216638,148.0614128,96.99943582,31.49970106,498.2570523,3800.743617,84.70763984,1.432673287,24.31543023,7.02631105,1.945992901,14.09090899,0.572883102,9.723069227,4.532533983,2.588612589,7.046744271
"Washington, DC","Hispanic","Female",68.56578452,0,0,92.4405789,65.90677502,0,332.1928844,2690.458645,0,0,23.24509084,0,0,0,0,0,0,0,0
"Chicago, IL","Hispanic","Female",82.96267489,0,6.682617226,112.0413155,72.20987984,17.8026726,412.6950293,3241.980214,86.16282962,3.553538647,22.35939224,4.533778183,4.249417252,7.161475693,0,6.373697526,4.911032259,1.278805684,6.286395184
"Boston, MA","Hispanic","Female",74.98488482,0,0,83.69259178,53.19998174,18.29291284,375.8012712,2764.585201,89.70259438,0,30.02992076,0,0,0,0,0,15.45311946,0,18.69149863
"Seattle, WA","Hispanic","Female",85.85586606,0,0,78.73247775,52.63479781,0,342.3961536,3156.835962,0,0,31.90618604,0,0,0,0,0,18.28433864,0,23.57617794
"Charlotte, NC","Hispanic","Female",76.08981995,0,0,108.644175,61.73199879,0,403.5012779,2851.627332,0,0,35.0250968,11.24921728,0,0,0,0,0,0,7.337163311
"San Diego, CA","Black","Female",191.2275967,30.92335728,17.40671342,295.4401262,195.2100826,37.80486244,904.8286296,9122.221523,78.64036448,0,78.28639238,11.79571034,0,0,0,0,30.46047307,0,44.87199502
"San Francisco, CA","Black","Female",204.144515,0,0,0,213.4633836,39.23589094,0,15833.74816,70.86915102,0,282.313158,0,0,0,0,0,180.14556,0,238.0635353
"Columbus, OH","White","Female",120.2546789,28.83777656,9.342169505,183.2892097,128.9476073,14.07491216,715.1116744,6328.208742,80.35068482,3.46889638,79.51611908,4.464258552,3.153562348,11.07812044,0,9.251668748,39.00141904,6.069384437,45.98624953
"Indianapolis, IN","Black","Female",169.3966295,38.41028935,10.74620199,229.6805615,161.4893755,31.66351429,890.627539,9691.873386,75.77516228,17.33190709,85.99399152,11.9494522,15.07779202,0,0,0,31.46004584,5.739139357,39.05723015
"Columbus, OH","Black","Female",149.6239487,29.34421789,11.00738257,244.6929816,163.155257,27.93176194,881.8242457,9415.940585,76.57411267,13.29719695,88.86780167,7.201743214,11.90359619,14.05857525,0,0,41.39555964,5.257472403,48.16408146
"Kansas City, MO","Black","Female",145.7405045,31.55127478,13.26237898,225.217793,163.7573261,28.04467236,832.184938,10980.68984,76.57676434,22.31882309,90.69340863,18.7914483,18.86438052,12.0460346,0,0,18.05540007,0,32.65995262
"Oklahoma City, OK","Black","Female",189.5292561,45.64433815,0,334.2599131,0,0,0,11757.75606,72.01182554,0,63.1243607,11.28113946,0,0,0,0,20.39720904,0,25.74204452
"Portland, OR","White","Female",147.9068335,30.30244996,13.44725321,192.2375694,125.3164941,17.01714095,754.7975008,5198.269263,80.8664715,4.114126254,72.98879638,5.898456242,2.800590052,0,0,10.2392194,27.53282449,9.915724055,40.17304401
"Louisville, KY","Black","Female",178.7046621,45.13959756,18.29952463,278.6336346,210.3120427,34.29268167,1030.273138,11412.68157,74.49529163,23.92912463,106.4537235,9.120909298,21.47574025,9.502842491,0,17.37809642,48.67816452,7.276772985,61.12030522
"Philadelphia, PA","White","Female",141.5636715,33.79291645,11.49994483,192.322315,145.6822735,10.47619005,704.3004868,6187.188369,81.72576079,2.835144652,73.55109868,4.253252201,2.483826145,12.88722983,0,13.23249851,40.52579744,6.807832058,48.69188182
"El Paso, TX","White","Male",170.8695007,28.63790226,12.71566976,367.7009465,0,0,0,11224.91656,72.43568203,51.31907466,137.5380509,16.9120643,0,16.18639792,0,0,28.51721041,56.94633977,39.63364233
"San Jose, CA","White","Male",160.4633017,26.69370521,11.97260793,257.8854949,181.6334003,26.01219774,834.4498677,6074.87422,78.45996558,9.993422934,103.312645,13.9998566,0,7.747804275,0,24.77432936,28.1321172,20.13025924,44.48155685
"Indianapolis, IN","White","Male",199.9583751,50.97849168,17.60681823,287.2911953,235.1413755,32.20245676,1118.591389,12475.72222,72.14458604,30.83596639,182.5947028,16.38840438,11.52401379,11.10212347,0,21.95750124,82.33151719,29.95026878,97.19766015
"Baltimore, MD","White","Female",135.6289822,38.27703592,10.49675683,187.7913502,133.0379429,19.48818538,710.0930821,6618.628358,81.31669847,0,105.2342886,6.595819787,0,7.807584081,0,0,63.20730278,5.789628047,76.25621066
"Phoenix, AZ","White","Male",137.0993061,27.68886644,13.57938007,240.1950556,195.0306836,29.00055507,872.1953568,9317.366582,76.92212898,29.00131086,164.2354677,19.79641295,9.333975676,11.76048209,2.615825789,10.90296241,51.78005781,33.24869555,71.83844361
"Chicago, IL","White","Female",111.4062343,23.83836217,9.100126656,158.165117,117.7280038,10.93068545,500.3133851,3436.139295,85.93724498,1.454853745,30.66249079,2.20861732,1.319798527,8.605250754,0,5.86744165,10.27542801,6.166150529,13.79824841
"San Diego, CA","White","Female",120.5534822,18.81358856,10.21614115,156.3828745,98.26538672,11.41065937,551.5028973,2997.385394,85.4631472,1.335389401,40.62710372,2.994822483,0,0,0,6.048037814,13.56533034,8.551944335,18.93179892
"Las Vegas, NV","Asian/PI","Male",112.1476743,25.05630094,15.06565491,226.7664942,177.68819,31.32062773,630.7307699,5870.98998,82.02997508,13.48530074,63.62399279,8.944542059,0,17.84357287,0,7.166608088,3.790251919,18.66672182,11.24297495
"Tucson, AZ","Hispanic","Female",144.9496265,14.67637566,10.89725726,193.8138708,119.4238317,34.30488051,0,6420.643094,77.68262567,7.652159886,63.81932517,14.31818739,7.198824342,13.68043237,0,0,18.21697745,5.321467202,25.55465901
"Seattle, WA","White","Male",142.4163931,22.39425837,11.96319417,0,0,17.50057025,738.7210927,6564.628643,79.93647023,10.43767671,133.3408742,4.789230523,4.992204602,0,3.434513515,9.350079041,67.71856961,19.92558755,82.09464127
"Columbus, OH","White","Male",182.3026264,45.24093678,17.00767702,285.9722171,227.9148453,22.47856986,1048.970296,9827.462081,75.22350145,19.47454492,168.1287553,13.29579324,7.22155499,12.26279957,0,17.36137748,73.58090173,24.8654279,85.94514038
"Baltimore, MD","White","Male",175.4399853,41.88674502,20.33793947,323.8190631,268.8981916,35.46950624,1080.312069,11217.61848,74.2547099,14.05763349,209.2850974,8.190532697,8.457334378,10.22470077,0,0,124.6731071,24.11151099,144.9421751
"Chicago, IL","White","Male",141.7409948,29.88765741,14.06413984,254.826848,210.3411562,16.7422809,758.4420578,6139.48565,79.28407139,9.573507888,84.27319478,5.531056886,3.208467028,14.38099527,1.188728833,13.98133703,32.43982718,18.98082889,37.7061177
"Phoenix, AZ","Black","Male",187.9317442,30.5620894,28.34552701,567.7104571,451.3902328,75.20200571,1734.219434,16184.47956,70.30425729,62.69595139,280.3633196,46.32197575,52.58933427,14.28841004,7.864351715,0,73.78733181,23.00483311,115.8730015
"Los Angeles, CA","Black","Male",263.4026947,51.30965678,24.88750976,575.6416068,444.0331841,77.59003562,1563.750215,17809.89818,66.41449073,59.88610573,242.1259493,29.24990318,57.29849952,22.87490565,14.23028849,18.1207984,83.62535276,13.74568573,123.4370665
"San Diego, CA","Black","Male",250.6307174,45.84141488,0,363.3544131,258.8551516,57.48291242,1180.488091,13055.9243,70.93272681,22.65899054,170.1579841,18.14293081,22.57954425,0,0,0,64.70731074,12.64923379,104.709291
"San Jose, CA","Black","Male",316.6179184,67.95248561,0,597.3757931,342.8307223,0,1676.790201,10181.5009,0,0,204.7046023,0,0,0,0,0,40.29045254,0,96.91127739
"Washington, DC","Black","Male",221.3716149,41.33002889,25.30382906,456.8744141,359.5881192,40.663179,1531.013246,21799.36743,65.25294124,128.8133481,396.6903812,24.43175801,133.3215437,17.64624132,18.89111561,19.04377667,153.0260595,15.04733248,197.7407087
"Indianapolis, IN","Black","Male",262.9844787,68.82172127,27.76304217,398.7944186,301.0051286,51.64960261,1631.760027,24772.32041,63.66845405,130.5434909,379.4017087,40.89371391,115.7556697,11.40144598,7.186466862,0,130.484043,18.02063672,160.1042622
"Boston, MA","Black","Male",211.381113,36.0634404,0,261.6679317,188.7220587,46.26670065,1185.539593,15571.09989,69.47394079,32.94955761,237.7749669,19.53080891,34.71407673,0,7.109104179,0,122.080867,14.43335542,153.2213409
"Minneapolis, MN","Black","Male",221.8665531,34.43668619,21.65120068,295.3815818,186.7120642,66.28088286,1377.812402,21169.1057,65.68231968,68.79081487,392.3563948,19.63289342,75.03631492,0,0,0,209.1966843,17.76723033,256.0953488
"New York City, NY","Black","Male",155.6228701,28.12752131,17.44560589,359.8274833,295.7779204,38.90438522,1020.034443,12349.24307,73.33511695,21.62715381,153.4911488,8.556557329,25.82692002,23.71257105,12.77765283,9.781969466,74.38358073,11.94646831,90.85358432
"Cleveland, OH","Black","Male",203.5350867,41.91973391,26.20134262,422.7489738,349.9209107,42.54393974,1459.861152,24427.7576,64.06050036,156.0276724,387.0373491,28.65435896,143.6747447,9.547292699,9.128438435,0,111.3071641,32.79427347,139.3742561
"Oklahoma City, OK","Black","Male",243.3368091,41.70318066,30.52792625,476.0240785,372.3519705,80.32113781,1615.115298,18838.49552,67.57062553,65.02752661,244.9895235,47.73530876,59.63115778,22.11843309,0,0,48.1591449,15.35777678,86.63710624
"Memphis, TN","Black","Male",277.3767022,68.06970412,0,531.7853139,401.9564521,65.89820675,1842.656669,28932.03224,61.0807303,153.2831252,416.5690401,71.26494126,139.0226844,25.23682024,12.81848143,26.41265221,123.0346827,23.60079984,143.0016532
"Austin, TX","Black","Male",207.2863404,41.04850483,21.91561462,361.4566141,286.386109,52.48747952,1242.232177,16027.23134,70.30539159,46.02451505,211.2448686,29.73383936,41.74454216,0,0,0,43.58241619,21.05084461,90.84857537
"El Paso, TX","Black","Male",195.6305424,0,0,312.6755835,252.3948572,0,1151.597802,9352.958531,0,31.56283188,124.383386,0,0,0,0,0,0,0,0
"San Antonio, TX","Black","Male",244.8512561,61.34472485,0,566.2200859,435.2377185,79.51823664,1839.39741,18531.97177,66.99150194,90.4809197,224.8047304,23.86190888,67.19858069,25.52088906,0,0,23.82980105,33.51238583,68.99054696
"Milwaukee, WI","Black","Male",286.4499195,68.5713396,28.65424425,508.1398531,393.0491706,59.33099109,1874.746936,27821.76757,61.47195417,154.9608676,495.9644232,40.1964941,137.5241291,15.51762963,0,0,183.50496,29.12879604,223.4717241
"Las Vegas, NV","Black","Male",196.9971565,36.53771583,17.20870192,456.9736179,359.0552975,45.77094257,1279.982889,16375.77237,68.56957964,53.12480842,208.8813202,31.02768776,43.49131862,28.13473515,7.558822895,13.80307818,46.67680886,27.90071659,79.03748956
"San Antonio, TX","Asian/PI","Male",161.2224943,30.73705433,0,186.0302006,145.82951,32.07648535,696.1414134,6405.530636,0,0,65.44415689,0,0,0,0,0,0,0,0
"Philadelphia, PA","Asian/PI","Male",118.514171,35.44097056,13.34454246,145.8884267,109.3084932,16.10781774,559.2137922,5284.901848,83.08688041,9.738131644,66.74127527,8.242577882,10.09336698,0,0,0,19.65658026,12.66395084,22.1376844
"Boston, MA","Asian/PI","Male",161.9939179,49.6578727,12.67005701,117.8207534,81.92950906,0,496.5656872,2828.245658,81.94321478,0,29.82794861,0,0,0,0,0,0,0,0
"Indianapolis, IN","Asian/PI","Male",103.4711151,0,0,159.0786299,80.82932129,0,506.6349788,6755.536,0,0,89.95337479,0,0,0,0,0,0,0,0
"Phoenix, AZ","Asian/PI","Male",133.2846282,0,0,194.0983784,136.0603009,0,596.7431358,5853.675644,0,0,78.62957817,0,0,0,0,0,18.30711272,0,32.10387343
"Los Angeles, CA","White","Female",109.8325831,0,8.855935348,165.9555898,123.5755121,14.01502183,510.4772021,3215.870795,85.68493803,1.788310103,30.04013602,2.466374809,0,10.05515819,0,7.698673641,11.03837363,7.259855918,16.80665551
"Las Vegas, NV","Asian/PI","Female",95.54795384,18.75576745,10.95553129,139.0685668,91.64858657,13.91195141,420.4804018,2897.323275,87.05415037,0,18.61411045,0,0,10.17491859,0,5.617949399,0,5.005414899,3.523964062
